# mjd   R   error
54533.4856   -10.0920   0.0112
54534.4999   -10.0920   0.0112
54535.4932   -10.0920   0.0112
54536.5081   -10.0920   0.0112
54538.4492   -10.0920   0.0112
54590.2743   -10.0920   0.0112
54591.3981   -10.0920   0.0112
54912.3754   -10.0920   0.0112
55536.4967   -10.0920   0.0112
55927.5174   -10.0920   0.0112
56008.3324   -10.0920   0.0112
56009.3226   -10.0920   0.0112
56090.3631   -10.0920   0.0112
56302.4929   -10.0920   0.0112
