# mjd   B   error
54533.4799   -6.1740   0.0819
54534.4939   -6.1740   0.0819
54535.4853   -6.1740   0.0819
54536.5063   -6.1740   0.0819
54538.4432   -6.1740   0.0819
54590.2682   -6.1740   0.0819
54591.3921   -6.1740   0.0819
54912.3686   -6.1740   0.0819
55536.4909   -6.1740   0.0819
55927.5119   -6.1740   0.0819
56008.3278   -6.1740   0.0819
56009.3172   -6.1740   0.0819
56090.3578   -6.1740   0.0819
56302.4871   -6.1740   0.0819
