# mjd   B   error
54533.4799   -7.8590   0.0476
54534.4939   -7.8590   0.0476
54535.4873   -7.8590   0.0476
54536.5063   -7.8590   0.0476
54538.4452   -7.8590   0.0476
54590.2682   -7.8590   0.0476
54591.3921   -7.8590   0.0476
54912.3796   -7.8590   0.0476
55536.4909   -7.8590   0.0476
55927.5119   -7.8590   0.0476
56008.3278   -7.8590   0.0476
56009.3172   -7.8590   0.0476
56090.3578   -7.8590   0.0476
56302.4871   -7.8590   0.0476
