# mjd   U   error
54534.5022   -6.7570   0.0255
54535.4934   -6.7570   0.0255
54536.5103   -6.7570   0.0255
54538.4515   -6.7570   0.0255
54590.2764   -6.7570   0.0255
54591.4002   -6.7570   0.0255
54912.3855   -6.7570   0.0255
55536.4987   -6.7570   0.0255
55927.5198   -6.7570   0.0255
56008.3358   -6.7570   0.0255
56009.3251   -6.7570   0.0255
56090.3659   -6.7570   0.0255
56302.4952   -6.7570   0.0255
