# mjd   B   error
54533.4799   18.5523   0.0711
54534.4939   18.5507   0.0711
54535.4853   18.5478   0.0711
54536.5063   18.5414   0.0711
54538.4432   18.5476   0.0711
54590.2682   18.5456   0.0711
54591.3921   18.5465   0.0711
54912.3686   18.5525   0.0711
55536.4909   18.5514   0.0711
55927.5119   18.5547   0.0711
56008.3278   18.5495   0.0711
56009.3172   18.5507   0.0711
56090.3578   18.5452   0.0711
56302.4871   18.5523   0.0711
