# mjd   B   error
54533.4799   -8.0870   0.0776
54534.4939   -8.0870   0.0776
54535.4853   -8.0870   0.0776
54536.5063   -8.0870   0.0776
54538.4432   -8.0870   0.0776
54590.2682   -8.0870   0.0776
54591.3921   -8.0870   0.0776
54912.3686   -8.0870   0.0776
55536.4909   -8.0870   0.0776
55927.5119   -8.0870   0.0776
56008.3278   -8.0870   0.0776
56009.3172   -8.0870   0.0776
56090.3578   -8.0870   0.0776
56302.4871   -8.0870   0.0776
