# mjd   U   error
54533.4860   -9.4490   0.0598
54534.5022   -9.4490   0.0598
54535.4934   -9.4490   0.0598
54536.5103   -9.4490   0.0598
54538.4515   -9.4490   0.0598
54590.2764   -9.4490   0.0598
54591.4002   -9.4490   0.0598
54912.3855   -9.4490   0.0598
55536.4987   -9.4490   0.0598
55927.5198   -9.4490   0.0598
56008.3358   -9.4490   0.0598
56009.3251   -9.4490   0.0598
56090.3659   -9.4490   0.0598
56302.4952   -9.4490   0.0598
