# mjd   V   error
54533.4942   -9.4500   0.0352
54534.5086   -9.4500   0.0352
54535.4995   -9.4500   0.0352
54536.5101   -9.4500   0.0352
54590.2825   -9.4500   0.0352
54591.4063   -9.4500   0.0352
54912.3916   -9.4500   0.0352
55536.5046   -9.4500   0.0352
55927.5258   -9.4500   0.0352
56008.3419   -9.4500   0.0352
56009.3311   -9.4500   0.0352
56090.3718   -9.4500   0.0352
56302.5012   -9.4500   0.0352
