# mjd   B   error
54533.4799   -9.1400   0.0184
54534.4939   -9.1400   0.0184
54535.4873   -9.1400   0.0184
54536.5063   -9.1400   0.0184
54538.4452   -9.1400   0.0184
54590.2682   -9.1400   0.0184
54591.3921   -9.1400   0.0184
54912.3796   -9.1400   0.0184
55536.4909   -9.1400   0.0184
55927.5119   -9.1400   0.0184
56008.3278   -9.1400   0.0184
56009.3172   -9.1400   0.0184
56090.3578   -9.1400   0.0184
56302.4871   -9.1400   0.0184
