# mjd   R   error
54533.4856   -8.8490   0.0335
54534.4999   -8.8490   0.0335
54535.4913   -8.8490   0.0335
54536.5081   -8.8490   0.0335
54538.4492   -8.8490   0.0335
54590.2743   -8.8490   0.0335
54591.3981   -8.8490   0.0335
54912.3754   -8.8490   0.0335
55536.4967   -8.8490   0.0335
55927.5174   -8.8490   0.0335
56008.3324   -8.8490   0.0335
56009.3226   -8.8490   0.0335
56090.3631   -8.8490   0.0335
56302.4929   -8.8490   0.0335
