# mjd   V   error
54533.4942   -9.1040   0.0412
54534.5086   -9.1040   0.0412
54535.4995   -9.1040   0.0412
54536.5101   -9.1040   0.0412
54590.2825   -9.1040   0.0412
54591.4063   -9.1040   0.0412
54912.3916   -9.1040   0.0412
55536.5046   -9.1040   0.0412
55927.5258   -9.1040   0.0412
56008.3419   -9.1040   0.0412
56009.3311   -9.1040   0.0412
56090.3718   -9.1040   0.0412
56302.5012   -9.1040   0.0412
