# mjd   R   error
54533.4856   -9.0400   0.0541
54534.4999   -9.0400   0.0541
54535.4913   -9.0400   0.0541
54536.5081   -9.0400   0.0541
54538.4492   -9.0400   0.0541
54590.2743   -9.0400   0.0541
54591.3981   -9.0400   0.0541
54912.3754   -9.0400   0.0541
55536.4967   -9.0400   0.0541
55927.5174   -9.0400   0.0541
56008.3324   -9.0400   0.0541
56009.3226   -9.0400   0.0541
56090.3631   -9.0400   0.0541
56302.4929   -9.0400   0.0541
