# mjd   B   error
54533.4799   -9.3520   0.0269
54534.4939   -9.3520   0.0269
54535.4873   -9.3520   0.0269
54536.5063   -9.3520   0.0269
54538.4452   -9.3520   0.0269
54590.2682   -9.3520   0.0269
54591.3921   -9.3520   0.0269
54912.3796   -9.3520   0.0269
55536.4909   -9.3520   0.0269
55927.5119   -9.3520   0.0269
56008.3278   -9.3520   0.0269
56009.3172   -9.3520   0.0269
56090.3578   -9.3520   0.0269
56302.4871   -9.3520   0.0269
