# mjd   B   error
54533.4799   -8.2890   0.0174
54534.4939   -8.2890   0.0174
54535.4853   -8.2890   0.0174
54536.5092   -8.2890   0.0174
54538.4452   -8.2890   0.0174
54590.2682   -8.2890   0.0174
54591.3921   -8.2890   0.0174
54912.3796   -8.2890   0.0174
55536.4909   -8.2890   0.0174
55927.5119   -8.2890   0.0174
56008.3278   -8.2890   0.0174
56009.3172   -8.2890   0.0174
56090.3578   -8.2890   0.0174
56302.4871   -8.2890   0.0174
