# mjd   V   error
54533.4942   -8.1530   0.0180
54534.5086   -8.1530   0.0180
54535.4995   -8.1530   0.0180
54536.5101   -8.1530   0.0180
54590.2825   -8.1530   0.0180
54591.4063   -8.1530   0.0180
54912.3916   -8.1530   0.0180
55536.5046   -8.1530   0.0180
55927.5258   -8.1530   0.0180
56008.3419   -8.1530   0.0180
56009.3311   -8.1530   0.0180
56090.3718   -8.1530   0.0180
56302.5012   -8.1530   0.0180
