# mjd   V   error
54533.4942   nan   nan
54534.5086   nan   nan
54535.4995   26.1712   0.0102
54536.5101   nan   nan
54590.2825   nan   nan
54591.4063   25.5972   0.0101
54912.3916   nan   nan
55536.5046   nan   nan
55927.5258   27.0010   0.0107
56008.3419   nan   nan
56009.3311   nan   nan
56090.3718   26.3766   0.0102
56302.5012   24.9318   0.0100
