# mjd   B   error
54533.4799   19.8504   0.0722
54534.4939   19.8499   0.0722
54535.4853   19.8473   0.0722
54536.5063   19.8515   0.0722
54538.4432   19.8486   0.0722
54590.2682   19.8493   0.0722
54591.3921   19.8544   0.0722
54912.3686   19.8386   0.0722
55536.4909   19.8609   0.0722
55927.5119   19.8467   0.0722
56008.3278   19.8447   0.0722
56009.3172   19.8502   0.0722
56090.3578   19.8439   0.0722
56302.4871   19.8427   0.0722
