# mjd   V   error
54533.4942   -9.2960   0.0228
54534.5086   -9.2960   0.0228
54535.4995   -9.2960   0.0228
54536.5101   -9.2960   0.0228
54590.2825   -9.2960   0.0228
54591.4063   -9.2960   0.0228
54912.3916   -9.2960   0.0228
55536.5046   -9.2960   0.0228
55927.5258   -9.2960   0.0228
56008.3419   -9.2960   0.0228
56009.3311   -9.2960   0.0228
56090.3718   -9.2960   0.0228
56302.5012   -9.2960   0.0228
