# mjd   R   error
54533.4856   -8.6160   0.0133
54534.4999   -8.6160   0.0133
54535.4932   -8.6160   0.0133
54536.5081   -8.6160   0.0133
54538.4492   -8.6160   0.0133
54590.2743   -8.6160   0.0133
54591.3981   -8.6160   0.0133
54912.3754   -8.6160   0.0133
55536.4967   -8.6160   0.0133
55927.5174   -8.6160   0.0133
56008.3324   -8.6160   0.0133
56009.3226   -8.6160   0.0133
56090.3631   -8.6160   0.0133
56302.4929   -8.6160   0.0133
