# mjd   R   error
54533.4856   -10.3800   0.0478
54534.4999   -10.3800   0.0478
54535.4932   -10.3800   0.0478
54536.5081   -10.3800   0.0478
54538.4492   -10.3800   0.0478
54590.2743   -10.3800   0.0478
54591.3981   -10.3800   0.0478
54912.3754   -10.3800   0.0478
55536.4967   -10.3800   0.0478
55927.5174   -10.3800   0.0478
56008.3324   -10.3800   0.0478
56009.3226   -10.3800   0.0478
56090.3631   -10.3800   0.0478
56302.4929   -10.3800   0.0478
