# mjd   U   error
54534.5022   -8.9800   0.0133
54535.4934   -8.9800   0.0133
54536.5103   -8.9800   0.0133
54538.4515   -8.9800   0.0133
54590.2764   -8.9800   0.0133
54591.4002   -8.9800   0.0133
54912.3855   -8.9800   0.0133
55536.4987   -8.9800   0.0133
55927.5198   -8.9800   0.0133
56008.3358   -8.9800   0.0133
56009.3251   -8.9800   0.0133
56090.3659   -8.9800   0.0133
56302.4952   -8.9800   0.0133
